sensor_model,measure_unit,device,location,data_type,data,created_at
Shelly EM,kWh,Disjuntor Geral 2383,Quadro de Energia,Consumo de Energia,1.02268,2025-04-09 05:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9164,Quadro de Energia,Consumo de Energia,0.9505,2025-04-09 06:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5775,Quadro de Energia,Consumo de Energia,1.06715,2025-04-09 06:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5959,Quadro de Energia,Consumo de Energia,1.04989,2025-04-09 07:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6242,Quadro de Energia,Consumo de Energia,1.06466,2025-04-09 07:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2347,Quadro de Energia,Consumo de Energia,1.00958,2025-04-09 08:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0376,Quadro de Energia,Consumo de Energia,1.01152,2025-04-09 08:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2136,Quadro de Energia,Consumo de Energia,1.03665,2025-04-09 09:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2667,Quadro de Energia,Consumo de Energia,0.87954,2025-04-09 09:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7769,Quadro de Energia,Consumo de Energia,0.99972,2025-04-09 10:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8224,Quadro de Energia,Consumo de Energia,0.84743,2025-04-09 10:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1606,Quadro de Energia,Consumo de Energia,1.03184,2025-04-09 11:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6821,Quadro de Energia,Consumo de Energia,1.11971,2025-04-09 11:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2902,Quadro de Energia,Consumo de Energia,1.04898,2025-04-09 12:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4684,Quadro de Energia,Consumo de Energia,1.01727,2025-04-09 12:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4157,Quadro de Energia,Consumo de Energia,0.96247,2025-04-09 13:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2030,Quadro de Energia,Consumo de Energia,0.93181,2025-04-09 13:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2071,Quadro de Energia,Consumo de Energia,0.98133,2025-04-09 14:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2424,Quadro de Energia,Consumo de Energia,1.06978,2025-04-09 14:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6768,Quadro de Energia,Consumo de Energia,1.08808,2025-04-09 15:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1364,Quadro de Energia,Consumo de Energia,1.00032,2025-04-09 15:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5289,Quadro de Energia,Consumo de Energia,1.01738,2025-04-09 16:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5845,Quadro de Energia,Consumo de Energia,1.00408,2025-04-09 16:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9373,Quadro de Energia,Consumo de Energia,1.01166,2025-04-09 17:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0887,Quadro de Energia,Consumo de Energia,1.09683,2025-04-09 17:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8876,Quadro de Energia,Consumo de Energia,0.97694,2025-04-09 18:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9389,Quadro de Energia,Consumo de Energia,0.95249,2025-04-09 18:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6477,Quadro de Energia,Consumo de Energia,0.96281,2025-04-09 19:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7391,Quadro de Energia,Consumo de Energia,0.96374,2025-04-09 19:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1069,Quadro de Energia,Consumo de Energia,0.98127,2025-04-09 20:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4823,Quadro de Energia,Consumo de Energia,0.92768,2025-04-09 20:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2622,Quadro de Energia,Consumo de Energia,1.03372,2025-04-09 21:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5481,Quadro de Energia,Consumo de Energia,1.04519,2025-04-09 21:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5487,Quadro de Energia,Consumo de Energia,0.93315,2025-04-09 22:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5555,Quadro de Energia,Consumo de Energia,1.0401,2025-04-09 22:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4786,Quadro de Energia,Consumo de Energia,0.99249,2025-04-09 23:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8067,Quadro de Energia,Consumo de Energia,1.03853,2025-04-09 23:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2464,Quadro de Energia,Consumo de Energia,0.96736,2025-04-10 00:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8977,Quadro de Energia,Consumo de Energia,0.91971,2025-04-10 00:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8200,Quadro de Energia,Consumo de Energia,1.07716,2025-04-10 01:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0037,Quadro de Energia,Consumo de Energia,1.07349,2025-04-10 01:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9876,Quadro de Energia,Consumo de Energia,1.04291,2025-04-10 02:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1190,Quadro de Energia,Consumo de Energia,1.16411,2025-04-10 02:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7608,Quadro de Energia,Consumo de Energia,0.9999,2025-04-10 03:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2762,Quadro de Energia,Consumo de Energia,1.04285,2025-04-10 03:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8232,Quadro de Energia,Consumo de Energia,0.99298,2025-04-10 04:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5701,Quadro de Energia,Consumo de Energia,0.96192,2025-04-10 04:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3837,Quadro de Energia,Consumo de Energia,0.98229,2025-04-10 05:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8985,Quadro de Energia,Consumo de Energia,1.07683,2025-04-10 05:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2207,Quadro de Energia,Consumo de Energia,0.98911,2025-04-10 06:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6728,Quadro de Energia,Consumo de Energia,0.9411,2025-04-10 06:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9757,Quadro de Energia,Consumo de Energia,0.93272,2025-04-10 07:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6797,Quadro de Energia,Consumo de Energia,0.98782,2025-04-10 07:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3613,Quadro de Energia,Consumo de Energia,1.07047,2025-04-10 08:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7248,Quadro de Energia,Consumo de Energia,1.0884,2025-04-10 08:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6297,Quadro de Energia,Consumo de Energia,0.96757,2025-04-10 09:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8983,Quadro de Energia,Consumo de Energia,1.01871,2025-04-10 09:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9179,Quadro de Energia,Consumo de Energia,0.9427,2025-04-10 10:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3583,Quadro de Energia,Consumo de Energia,0.97214,2025-04-10 10:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7220,Quadro de Energia,Consumo de Energia,0.99255,2025-04-10 11:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9197,Quadro de Energia,Consumo de Energia,1.06737,2025-04-10 11:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8463,Quadro de Energia,Consumo de Energia,1.00493,2025-04-10 12:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3344,Quadro de Energia,Consumo de Energia,0.92936,2025-04-10 12:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7104,Quadro de Energia,Consumo de Energia,0.97135,2025-04-10 13:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9801,Quadro de Energia,Consumo de Energia,1.00644,2025-04-10 13:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2494,Quadro de Energia,Consumo de Energia,1.0471,2025-04-10 14:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2469,Quadro de Energia,Consumo de Energia,1.01567,2025-04-10 14:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4903,Quadro de Energia,Consumo de Energia,0.92753,2025-04-10 15:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6162,Quadro de Energia,Consumo de Energia,0.94811,2025-04-10 15:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7903,Quadro de Energia,Consumo de Energia,1.01937,2025-04-10 16:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7855,Quadro de Energia,Consumo de Energia,1.0049,2025-04-10 16:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2943,Quadro de Energia,Consumo de Energia,1.0797,2025-04-10 17:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0376,Quadro de Energia,Consumo de Energia,1.00167,2025-04-10 17:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2704,Quadro de Energia,Consumo de Energia,0.93195,2025-04-10 18:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0871,Quadro de Energia,Consumo de Energia,1.04089,2025-04-10 18:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7163,Quadro de Energia,Consumo de Energia,0.94358,2025-04-10 19:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5367,Quadro de Energia,Consumo de Energia,1.00438,2025-04-10 19:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5836,Quadro de Energia,Consumo de Energia,0.94728,2025-04-10 20:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0627,Quadro de Energia,Consumo de Energia,0.99947,2025-04-10 20:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8297,Quadro de Energia,Consumo de Energia,1.10467,2025-04-10 21:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3774,Quadro de Energia,Consumo de Energia,0.96576,2025-04-10 21:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1871,Quadro de Energia,Consumo de Energia,0.93667,2025-04-10 22:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0604,Quadro de Energia,Consumo de Energia,0.89725,2025-04-10 22:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7733,Quadro de Energia,Consumo de Energia,0.97342,2025-04-10 23:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0245,Quadro de Energia,Consumo de Energia,0.97603,2025-04-10 23:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5043,Quadro de Energia,Consumo de Energia,1.05138,2025-04-11 00:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7907,Quadro de Energia,Consumo de Energia,1.02887,2025-04-11 00:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6188,Quadro de Energia,Consumo de Energia,0.99336,2025-04-11 01:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9452,Quadro de Energia,Consumo de Energia,1.00434,2025-04-11 01:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1197,Quadro de Energia,Consumo de Energia,1.09403,2025-04-11 02:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1803,Quadro de Energia,Consumo de Energia,0.96765,2025-04-11 02:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7929,Quadro de Energia,Consumo de Energia,0.9925,2025-04-11 03:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8219,Quadro de Energia,Consumo de Energia,1.03358,2025-04-11 03:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7315,Quadro de Energia,Consumo de Energia,0.95387,2025-04-11 04:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9184,Quadro de Energia,Consumo de Energia,0.97821,2025-04-11 04:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8426,Quadro de Energia,Consumo de Energia,1.0429,2025-04-11 05:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0508,Quadro de Energia,Consumo de Energia,1.07911,2025-04-11 05:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1354,Quadro de Energia,Consumo de Energia,0.94903,2025-04-11 06:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4924,Quadro de Energia,Consumo de Energia,1.01718,2025-04-11 06:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5203,Quadro de Energia,Consumo de Energia,0.92461,2025-04-11 07:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2695,Quadro de Energia,Consumo de Energia,0.99106,2025-04-11 07:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3612,Quadro de Energia,Consumo de Energia,0.9779,2025-04-11 08:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7760,Quadro de Energia,Consumo de Energia,0.99535,2025-04-11 08:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5106,Quadro de Energia,Consumo de Energia,1.00221,2025-04-11 09:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2005,Quadro de Energia,Consumo de Energia,0.97074,2025-04-11 09:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0099,Quadro de Energia,Consumo de Energia,1.00166,2025-04-11 10:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7152,Quadro de Energia,Consumo de Energia,0.95866,2025-04-11 10:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6729,Quadro de Energia,Consumo de Energia,0.96661,2025-04-11 11:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2933,Quadro de Energia,Consumo de Energia,0.89099,2025-04-11 11:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7607,Quadro de Energia,Consumo de Energia,1.03497,2025-04-11 12:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2563,Quadro de Energia,Consumo de Energia,0.96415,2025-04-11 12:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1467,Quadro de Energia,Consumo de Energia,0.92137,2025-04-11 13:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7539,Quadro de Energia,Consumo de Energia,0.98217,2025-04-11 13:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2146,Quadro de Energia,Consumo de Energia,0.99039,2025-04-11 14:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0047,Quadro de Energia,Consumo de Energia,1.04727,2025-04-11 14:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6056,Quadro de Energia,Consumo de Energia,1.05098,2025-04-11 15:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5205,Quadro de Energia,Consumo de Energia,1.04135,2025-04-11 15:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7657,Quadro de Energia,Consumo de Energia,0.95334,2025-04-11 16:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7919,Quadro de Energia,Consumo de Energia,0.94894,2025-04-11 16:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0077,Quadro de Energia,Consumo de Energia,0.99587,2025-04-11 17:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5515,Quadro de Energia,Consumo de Energia,1.01142,2025-04-11 17:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3685,Quadro de Energia,Consumo de Energia,0.91671,2025-04-11 18:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1418,Quadro de Energia,Consumo de Energia,1.0223,2025-04-11 18:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7744,Quadro de Energia,Consumo de Energia,1.09537,2025-04-11 19:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3367,Quadro de Energia,Consumo de Energia,1.09623,2025-04-11 19:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9968,Quadro de Energia,Consumo de Energia,0.9194,2025-04-11 20:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1774,Quadro de Energia,Consumo de Energia,1.04761,2025-04-11 20:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5038,Quadro de Energia,Consumo de Energia,1.02182,2025-04-11 21:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7890,Quadro de Energia,Consumo de Energia,0.84192,2025-04-11 21:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1891,Quadro de Energia,Consumo de Energia,1.04068,2025-04-11 22:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8192,Quadro de Energia,Consumo de Energia,1.06943,2025-04-11 22:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0695,Quadro de Energia,Consumo de Energia,0.94174,2025-04-11 23:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4022,Quadro de Energia,Consumo de Energia,0.89126,2025-04-11 23:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9278,Quadro de Energia,Consumo de Energia,1.02795,2025-04-12 00:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2088,Quadro de Energia,Consumo de Energia,1.02639,2025-04-12 00:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6315,Quadro de Energia,Consumo de Energia,0.97588,2025-04-12 01:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1716,Quadro de Energia,Consumo de Energia,1.04472,2025-04-12 01:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4686,Quadro de Energia,Consumo de Energia,0.9597,2025-04-12 02:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8458,Quadro de Energia,Consumo de Energia,0.99873,2025-04-12 02:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1023,Quadro de Energia,Consumo de Energia,0.98455,2025-04-12 03:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7973,Quadro de Energia,Consumo de Energia,0.87759,2025-04-12 03:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3488,Quadro de Energia,Consumo de Energia,1.04985,2025-04-12 04:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8828,Quadro de Energia,Consumo de Energia,0.94771,2025-04-12 04:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6112,Quadro de Energia,Consumo de Energia,0.98714,2025-04-12 05:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0790,Quadro de Energia,Consumo de Energia,0.99436,2025-04-12 05:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3392,Quadro de Energia,Consumo de Energia,1.04532,2025-04-12 06:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9868,Quadro de Energia,Consumo de Energia,0.96022,2025-04-12 06:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1405,Quadro de Energia,Consumo de Energia,0.98118,2025-04-12 07:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0310,Quadro de Energia,Consumo de Energia,0.91961,2025-04-12 07:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3192,Quadro de Energia,Consumo de Energia,0.9449,2025-04-12 08:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7502,Quadro de Energia,Consumo de Energia,1.01596,2025-04-12 08:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5676,Quadro de Energia,Consumo de Energia,1.06705,2025-04-12 09:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0652,Quadro de Energia,Consumo de Energia,1.01244,2025-04-12 09:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7142,Quadro de Energia,Consumo de Energia,0.99837,2025-04-12 10:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6648,Quadro de Energia,Consumo de Energia,1.05643,2025-04-12 10:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6227,Quadro de Energia,Consumo de Energia,0.92178,2025-04-12 11:18:28.327148
Shelly EM,kWh,Disjuntor Geral 8917,Quadro de Energia,Consumo de Energia,1.00346,2025-04-12 11:48:28.327148
Shelly EM,kWh,Disjuntor Geral 9031,Quadro de Energia,Consumo de Energia,1.0018,2025-04-12 12:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7098,Quadro de Energia,Consumo de Energia,0.94125,2025-04-12 12:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3029,Quadro de Energia,Consumo de Energia,0.96682,2025-04-12 13:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0684,Quadro de Energia,Consumo de Energia,0.93877,2025-04-12 13:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3847,Quadro de Energia,Consumo de Energia,1.00064,2025-04-12 14:18:28.327148
Shelly EM,kWh,Disjuntor Geral 0438,Quadro de Energia,Consumo de Energia,0.94326,2025-04-12 14:48:28.327148
Shelly EM,kWh,Disjuntor Geral 6491,Quadro de Energia,Consumo de Energia,1.02202,2025-04-12 15:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1676,Quadro de Energia,Consumo de Energia,1.02013,2025-04-12 15:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0886,Quadro de Energia,Consumo de Energia,1.05154,2025-04-12 16:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3799,Quadro de Energia,Consumo de Energia,1.00641,2025-04-12 16:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2789,Quadro de Energia,Consumo de Energia,1.07002,2025-04-12 17:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3950,Quadro de Energia,Consumo de Energia,1.0392,2025-04-12 17:48:28.327148
Shelly EM,kWh,Disjuntor Geral 7946,Quadro de Energia,Consumo de Energia,1.03999,2025-04-12 18:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4214,Quadro de Energia,Consumo de Energia,1.03454,2025-04-12 18:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5797,Quadro de Energia,Consumo de Energia,0.99138,2025-04-12 19:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5176,Quadro de Energia,Consumo de Energia,0.97829,2025-04-12 19:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0811,Quadro de Energia,Consumo de Energia,1.02652,2025-04-12 20:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7429,Quadro de Energia,Consumo de Energia,0.98696,2025-04-12 20:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3742,Quadro de Energia,Consumo de Energia,1.02957,2025-04-12 21:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6900,Quadro de Energia,Consumo de Energia,1.00634,2025-04-12 21:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3572,Quadro de Energia,Consumo de Energia,0.97999,2025-04-12 22:18:28.327148
Shelly EM,kWh,Disjuntor Geral 6334,Quadro de Energia,Consumo de Energia,0.95355,2025-04-12 22:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0320,Quadro de Energia,Consumo de Energia,1.03607,2025-04-12 23:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2458,Quadro de Energia,Consumo de Energia,0.96248,2025-04-12 23:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4777,Quadro de Energia,Consumo de Energia,0.94166,2025-04-13 00:18:28.327148
Shelly EM,kWh,Disjuntor Geral 3929,Quadro de Energia,Consumo de Energia,1.07528,2025-04-13 00:48:28.327148
Shelly EM,kWh,Disjuntor Geral 5468,Quadro de Energia,Consumo de Energia,1.01649,2025-04-13 01:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2173,Quadro de Energia,Consumo de Energia,0.94066,2025-04-13 01:48:28.327148
Shelly EM,kWh,Disjuntor Geral 4305,Quadro de Energia,Consumo de Energia,1.07556,2025-04-13 02:18:28.327148
Shelly EM,kWh,Disjuntor Geral 2287,Quadro de Energia,Consumo de Energia,1.02461,2025-04-13 02:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0793,Quadro de Energia,Consumo de Energia,1.03704,2025-04-13 03:18:28.327148
Shelly EM,kWh,Disjuntor Geral 5058,Quadro de Energia,Consumo de Energia,0.99751,2025-04-13 03:48:28.327148
Shelly EM,kWh,Disjuntor Geral 3630,Quadro de Energia,Consumo de Energia,1.0018,2025-04-13 04:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1472,Quadro de Energia,Consumo de Energia,0.95032,2025-04-13 04:48:28.327148
Shelly EM,kWh,Disjuntor Geral 2635,Quadro de Energia,Consumo de Energia,1.03268,2025-04-13 05:18:28.327148
Shelly EM,kWh,Disjuntor Geral 9899,Quadro de Energia,Consumo de Energia,1.00087,2025-04-13 05:48:28.327148
Shelly EM,kWh,Disjuntor Geral 8293,Quadro de Energia,Consumo de Energia,1.0262,2025-04-13 06:18:28.327148
Shelly EM,kWh,Disjuntor Geral 4335,Quadro de Energia,Consumo de Energia,1.05771,2025-04-13 06:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1414,Quadro de Energia,Consumo de Energia,1.00244,2025-04-13 07:18:28.327148
Shelly EM,kWh,Disjuntor Geral 7543,Quadro de Energia,Consumo de Energia,0.96642,2025-04-13 07:48:28.327148
Shelly EM,kWh,Disjuntor Geral 0024,Quadro de Energia,Consumo de Energia,0.97472,2025-04-13 08:18:28.327148
Shelly EM,kWh,Disjuntor Geral 1470,Quadro de Energia,Consumo de Energia,0.97545,2025-04-13 08:48:28.327148
Shelly EM,kWh,Disjuntor Geral 1798,Quadro de Energia,Consumo de Energia,1.05257,2025-04-13 09:18:28.327148
